索引	任务ID	前置任务ID	其他开启条件(多个条件#号分割）	接任务NPC	完成条件ID（多个条件#号分割）	奖励(多个用#隔开)	数量	提示图片	按钮显示的内容	显示的标题(#为空)	对话内容(#分页)	领取任务之后对话	完成任务对话	奖励名称多语言(多个用#隔开)		
969	1150212	1150211	@@@	20009	11502121	9000001	592000	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
970	2150116	2150115	@@@	20008	21501161	1041005	145	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
971	2152216	2152215	@@@	20007	21522161	9000001	307840	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
972	2152116	2152115	@@@	20003	21521161	9000001	236800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
973	2150716	2150715	@@@	20002	21507161	9000001	307840	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
974	1150213	1150212	@@@	20009	11502131	9000001	595200	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
975	2150117	2150116	@@@	20008	21501171	1041006	150	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
976	2152217	2152216	@@@	20007	21522171	9000001	309500	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
977	2152117	2152116	@@@	20003	21521171	9000001	238080	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
978	2150717	2150716	@@@	20002	21507171	9000001	309500	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
979	1150604	1150213	@@@	20009	11506041	9000001	598400	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
980	2150118	2150117	@@@	20008	21501181	1041009	140	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
981	2152218	2152217	@@@	20007	21522181	9000001	311160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
982	2152118	2152117	@@@	20003	21521181	9000001	239360	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
983	2150718	2150717	@@@	20002	21507181	9000001	311160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
984	1150214	1150604	@@@	20009	11502141	9000001	601600	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
985	2150119	2150118	@@@	20008	21501191	1041010	105	set:bird_icon.json image:g1041_coin_13	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
986	2152219	2152218	@@@	20007	21522191	9000001	312830	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
987	2152119	2152118	@@@	20003	21521191	9000001	240640	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
988	2150719	2150718	@@@	20002	21507191	9000001	312830	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
989	1150215	1150214	@@@	20009	11502151	9000001	604800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
990	2150120	2150119	@@@	20008	21501201	1041001	580	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
991	2152220	2152219	@@@	20007	21522201	9000001	314490	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
992	2152120	2152119	@@@	20003	21521201	9000001	241920	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
993	2150720	2150719	@@@	20002	21507201	9000001	314490	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
994	1150216	1150215	@@@	20009	11502161	9000001	608000	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
995	2150121	2150120	@@@	20008	21501211	1041004	155	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
996	2152221	2152220	@@@	20007	21522211	9000001	316160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
997	2152121	2152120	@@@	20003	21521211	9000001	243200	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
998	2150721	2150720	@@@	20002	21507211	9000001	316160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
999	1150217	1150216	@@@	20009	11502171	9000001	611200	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1000	2150122	2150121	@@@	20008	21501221	1041001	600	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1001	2152222	2152221	@@@	20007	21522221	9000001	317820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1002	2152122	2152121	@@@	20003	21521221	9000001	244480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1003	2150722	2150721	@@@	20002	21507221	9000001	317820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1004	1160501	1150217	@@@	20009	11605011	9000001#9000002	980000#160	set:bird_icon.json image:storeitem_02#set:bird_icon.json image:storeitem_01	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001#fruitcoin_9000002		taskaffter_20009
1005	2160101	2150122	@@@	20008	21601011	1041006	155	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1006	2162201	2152222	@@@	20007	21622011	9000001	317820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1007	2162101	2152122	@@@	20003	21621011	9000001	244480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1008	2160701	2150722	@@@	20002	21607011	9000001	317820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1009	1160601	1160501	@@@	20009	11606011	9000001	613120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1010	2160102	2160101	@@@	20008	21601021	1041009	145	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1011	2162202	2162201	@@@	20007	21622021	9000001	318820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1012	2162102	2162101	@@@	20003	21621021	9000001	245250	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1013	2160702	2160701	@@@	20002	21607021	9000001	318820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1014	1160201	1160601	@@@	20009	11602011	9000001	617600	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1015	2160103	2160102	@@@	20008	21601031	1041010	110	set:bird_icon.json image:g1041_coin_13	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1016	2162203	2162202	@@@	20007	21622031	9000001	321150	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1017	2162103	2162102	@@@	20003	21621031	9000001	247040	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1018	2160703	2160702	@@@	20002	21607031	9000001	321150	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1019	1160202	1160201	@@@	20009	11602021	9000001	622080	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1020	2160104	2160103	@@@	20008	21601041	1041003	140	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1021	2162204	2162203	@@@	20007	21622041	9000001	323470	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1022	2162104	2162103	@@@	20003	21621041	9000001	248830	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1023	2160704	2160703	@@@	20002	21607041	9000001	323470	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1024	1160203	1160202	@@@	20009	11602031	9000001	626560	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1025	2160105	2160104	@@@	20008	21601051	1041004	160	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1026	2162205	2162204	@@@	20007	21622051	9000001	325800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1027	2162105	2162104	@@@	20003	21621051	9000001	250620	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1028	2160705	2160704	@@@	20002	21607051	9000001	325800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1029	1160204	1160203	@@@	20009	11602041	9000001	631040	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1030	2160106	2160105	@@@	20008	21601061	1041005	150	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1031	2162206	2162205	@@@	20007	21622061	9000001	328140	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1032	2162106	2162105	@@@	20003	21621061	9000001	252420	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1033	2160706	2160705	@@@	20002	21607061	9000001	328140	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1034	1160602	1160204	@@@	20009	11606021	9000001	635520	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1035	2160107	2160106	@@@	20008	21601071	1041006	160	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1036	2162207	2162206	@@@	20007	21622071	9000001	330470	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1037	2162107	2162106	@@@	20003	21621071	9000001	254210	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1038	2160707	2160706	@@@	20002	21607071	9000001	330470	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1039	1160205	1160602	@@@	20009	11602051	9000001	640000	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1040	2160108	2160107	@@@	20008	21601081	1041001	620	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1041	2162208	2162207	@@@	20007	21622081	9000001	332800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1042	2162108	2162107	@@@	20003	21621081	9000001	256000	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1043	2160708	2160707	@@@	20002	21607081	9000001	332800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1044	1160206	1160205	@@@	20009	11602061	9000001	644480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1045	2160109	2160108	@@@	20008	21601091	1041010	115	set:bird_icon.json image:g1041_coin_13	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1046	2162209	2162208	@@@	20007	21622091	9000001	335120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1047	2162109	2162108	@@@	20003	21621091	9000001	257790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1048	2160709	2160708	@@@	20002	21607091	9000001	335120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1049	1160207	1160206	@@@	20009	11602071	9000001	648960	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1050	2160110	2160109	@@@	20008	21601101	1041003	145	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1051	2162210	2162209	@@@	20007	21622101	9000001	337450	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1052	2162110	2162109	@@@	20003	21621101	9000001	259580	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
1053	2160710	2160709	@@@	20002	21607101	9000001	337450	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
1054	1160208	1160207	@@@	20009	11602081	9000001	653440	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
1055	2160111	2160110	@@@	20008	21601111	1041004	165	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
1056	2162211	2162210	@@@	20007	21622111	9000001	339790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
1057	2162111	2162110	@@@	20003	21621111	9000001	261380	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
